frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
10,1413393886.505760431,1779009268.003856,9.3881,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000013,0.000040,-0.000136,0.000143,0.000171,-0.000244,0.000040,13.958116,13.534650,1.000000,0.566430,0.208455,0.048503,-0.000100,382,1204,0.303482,0.477905,0.461138,-1.400000,385.000000,-0.000163,0.000072,0.000306,0.000316,1.000000,0.000000,1202.699951,-0.000675,0.048828,0.646461
11,1413393886.555760384,1779009268.054572,9.0855,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,-0.000064,0.000205,0.000216,-0.000309,0.000052,0.000042,14.941334,14.408019,1.000000,0.548789,0.211450,0.047201,0.000090,375,1202,0.566430,0.579623,0.479504,-1.800000,384.299988,0.000073,-0.000100,0.000143,0.000318,1.000000,0.000000,1202.400024,0.000455,0.048503,0.647027
12,1413393886.605760574,1779009268.105386,9.4187,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000107,0.000031,-0.000225,0.000252,0.000096,0.000050,-0.000030,10.912597,11.597240,1.000000,0.393220,0.210208,0.047526,-0.000169,389,1202,0.548789,0.512908,0.482590,2.200000,384.000000,0.000035,0.000090,0.000216,0.000300,1.000000,0.000000,1202.400024,-0.000337,0.047201,0.656550
13,1413393886.655760527,1779009268.151199,7.6337,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000092,0.000070,0.000012,0.000116,0.000143,0.000087,-0.000081,12.480418,13.141095,1.000000,0.492798,0.208283,0.048177,-0.000061,383,1202,0.393220,0.514105,0.479460,0.400000,383.700012,-0.000135,-0.000169,0.000252,0.000279,1.000000,0.000000,1202.500000,-0.000539,0.047526,0.650012
14,1413393886.705760479,1779009268.201816,8.1658,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000036,-0.000038,0.000135,0.000145,-0.000127,-0.000101,0.000037,11.690909,11.958609,1.000000,0.425849,0.210839,0.048503,0.000010,385,1201,0.492798,0.303482,0.481511,-1.600000,383.899994,0.000029,-0.000061,0.000116,0.000259,1.000000,0.000000,1202.199951,0.000127,0.048177,0.654251
15,1413393886.755760431,1779009268.249532,7.7144,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000096,0.000053,0.000332,0.000350,0.000052,0.000018,0.000195,11.994778,12.534653,1.000000,0.413126,0.210310,0.046549,0.000241,383,1203,0.425849,0.566430,0.475033,0.200000,383.299988,0.000205,0.000010,0.000145,0.000256,1.000000,0.000000,1202.300049,0.000371,0.048503,0.654842
16,1413393886.805760384,1779009268.302882,8.5042,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,-0.000127,-0.000220,0.000255,0.000067,-0.000109,-0.000055,13.460938,13.932981,1.000000,0.497486,0.209763,0.049479,-0.000158,384,1202,0.413126,0.548789,0.466819,1.800000,383.299988,-0.000095,0.000241,0.000350,0.000236,1.000000,0.000000,1202.300049,-0.000337,0.046549,0.649976
17,1413393886.855760574,1779009268.351099,8.2171,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000078,0.000076,0.000226,0.000251,-0.000130,0.000047,-0.000173,13.097939,13.843222,1.000000,0.506079,0.213105,0.049805,0.000078,388,1202,0.497486,0.393220,0.466137,-0.200000,384.299988,-0.000004,-0.000158,0.000255,0.000236,1.000000,0.000000,1202.300049,0.000579,0.049479,0.649571
18,1413393886.905760527,1779009268.403778,8.0791,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000098,-0.000001,-0.000114,0.000150,-0.000013,-0.000002,0.000179,12.389175,12.667867,1.000000,0.470035,0.211847,0.047852,-0.000143,388,1203,0.506079,0.492798,0.461730,1.000000,385.000000,-0.000101,0.000078,0.000251,0.000218,1.000000,0.000000,1202.400024,0.000713,0.049805,0.651265
19,1413393886.955760479,1779009268.450889,7.3543,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000020,0.000050,0.000045,0.000071,0.000018,0.000057,-0.000291,12.589005,13.428163,1.000000,0.422534,0.207513,0.047201,0.000038,382,1202,0.470035,0.425849,0.473635,-0.600000,383.899994,-0.000080,-0.000143,0.000150,0.000195,1.000000,0.000000,1202.300049,-0.000665,0.047852,0.654266
20,1413393887.005760431,1779009268.500053,7.7616,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000085,-0.000112,-0.000232,0.000271,0.000097,0.000053,0.000262,12.080311,13.935131,1.000000,0.402213,0.208158,0.049805,0.000188,386,1203,0.422534,0.413126,0.457213,0.600000,384.299988,0.000200,0.000038,0.000071,0.000208,1.000000,0.000000,1202.199951,-0.000430,0.047201,0.656225
21,1413393887.055760384,1779009268.549653,8.1765,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000039,-0.000130,-0.000192,0.000235,-0.000130,0.000028,-0.000103,11.197436,13.041345,1.000000,0.318599,0.210167,0.048828,-0.000152,390,1203,0.402213,0.497486,0.434194,1.200000,385.799988,-0.000035,0.000188,0.000271,0.000210,1.000000,0.000000,1202.300049,0.000081,0.049805,0.663914
22,1413393887.105760574,1779009268.600180,8.0075,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000023,0.000106,0.000078,0.000134,0.000192,-0.000139,-0.000012,14.695188,15.652074,1.000000,0.607654,0.207954,0.048177,-0.000032,374,1203,0.318599,0.506079,0.455637,-2.800000,384.299988,-0.000101,-0.000152,0.000235,0.000198,1.000000,0.000000,1202.400024,-0.001030,0.048828,0.644722
23,1413393887.155760527,1779009268.651068,7.8523,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000117,0.000109,-0.000100,0.000189,-0.000085,0.000088,0.000042,12.638743,13.312026,1.000000,0.456389,0.209957,0.047526,-0.000053,382,1203,0.607654,0.470035,0.451996,-1.200000,384.200012,0.000055,-0.000032,0.000134,0.000205,1.000000,0.000000,1202.500000,-0.000378,0.048177,0.652048
24,1413393887.205760479,1779009268.700003,8.5906,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000402,0.000049,0.000329,0.000522,0.000030,-0.000088,0.000285,11.519685,12.871581,1.000000,0.442014,0.209082,0.047852,0.000504,381,1206,0.456389,0.422534,0.453613,-0.200000,383.799988,0.000333,-0.000053,0.000189,0.000243,1.000000,0.000000,1203.000000,0.000314,0.047526,0.653032
25,1413393887.255760431,1779009268.749904,7.7609,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000043,0.000041,0.000070,0.000092,-0.000034,0.000081,-0.000247,9.363172,10.950290,1.000000,0.281310,0.209604,0.048177,-0.000467,391,1204,0.442014,0.402213,0.440431,1.000000,384.600006,-0.000430,0.000504,0.000522,0.000217,1.000000,0.000000,1203.099976,0.000289,0.047852,0.668468
26,1413393887.305760384,1779009268.800594,7.8413,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000280,-0.000123,-0.000092,0.000320,0.000077,0.000158,0.000204,11.378590,13.044619,1.000000,0.443652,0.210955,0.048828,0.000234,383,1203,0.281310,0.318599,0.435048,-1.400000,384.500000,0.000228,-0.000467,0.000092,0.000223,1.000000,0.000000,1203.199951,0.000158,0.048177,0.653090
27,1413393887.355760574,1779009268.850137,7.7920,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000081,0.000015,-0.000147,0.000169,-0.000135,-0.000090,-0.000284,11.061855,12.607327,1.000000,0.374327,0.209171,0.047526,-0.000093,388,1202,0.443652,0.607654,0.421873,2.800000,384.500000,-0.000151,0.000234,0.000320,0.000215,1.000000,0.000000,1203.199951,0.000243,0.048828,0.658138
28,1413393887.405760527,1779009268.898964,6.8838,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000148,-0.000067,0.000027,0.000165,0.000096,-0.000127,0.000253,14.187327,14.209105,1.000000,0.656829,0.210987,0.046224,-0.000032,363,1204,0.374327,0.456389,0.440552,-3.800000,382.000000,-0.000004,-0.000093,0.000169,0.000217,1.000000,0.000000,1203.300049,0.000206,0.047526,0.642627
29,1413393887.455760479,1779009268.950325,7.2244,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000132,0.000030,0.000035,0.000139,-0.000005,0.000015,-0.000190,12.775725,13.368727,1.000000,0.531782,0.207672,0.047201,-0.000133,379,1205,0.656829,0.442014,0.451477,-0.400000,381.700012,-0.000025,-0.000032,0.000165,0.000224,1.000000,0.000000,1203.599976,-0.000282,0.046224,0.647829
30,1413393887.505760431,1779009269.002405,8.8705,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000060,0.000014,0.000105,0.000122,0.000066,0.000168,0.000223,11.894330,12.930695,1.000000,0.434031,0.210016,0.049805,0.000078,388,1203,0.531782,0.281310,0.454659,-0.600000,381.899994,-0.000017,-0.000133,0.000139,0.000209,1.000000,0.000000,1203.599976,0.000082,0.047201,0.653903
31,1413393887.555760384,1779009269.050739,7.4082,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000035,-0.000030,-0.000148,0.000155,-0.000239,0.000075,-0.000213,10.868687,12.367394,1.000000,0.300789,0.211159,0.048177,0.000075,396,1203,0.434031,0.443652,0.452878,2.600000,382.500000,0.000033,0.000078,0.000122,0.000201,1.000000,0.000000,1203.599976,0.000041,0.049805,0.665918
32,1413393887.605760574,1779009269.098191,7.6352,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000059,0.000168,0.000188,0.000259,-0.000215,-0.000407,0.000320,17.175066,15.079490,1.000000,0.750935,0.210952,0.045898,0.000336,377,1204,0.300789,0.374327,0.467206,-2.200000,382.799988,0.000104,0.000075,0.000155,0.000213,1.000000,0.000000,1203.699951,0.000356,0.048177,0.639778
33,1413393887.655760527,1779009269.149378,6.9687,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000097,0.000320,0.000199,0.000389,-0.000798,0.000071,-0.001038,21.331446,14.882186,1.000000,1.186596,0.211670,0.045573,0.000881,353,1205,0.750935,0.656829,0.540226,-2.000000,379.899994,0.000130,0.000336,0.000259,0.000233,1.000000,0.000000,1203.900024,0.000137,0.045898,0.632184
34,1413393887.705760479,1779009269.200234,7.5253,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000079,-0.000275,-0.000196,0.000347,0.000407,0.000035,0.000291,20.432665,16.062883,1.000000,0.968904,0.208921,0.045898,-0.000852,349,1202,1.186596,0.531782,0.592915,-6.000000,376.700012,-0.000043,0.000881,0.000389,0.000216,1.000000,0.000000,1203.500000,0.000250,0.045573,0.635226
35,1413393887.755760431,1779009269.250154,7.5714,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000035,0.000099,0.000013,0.000106,-0.000466,0.000031,-0.000223,22.020231,14.863626,1.000000,1.215070,0.212682,0.042969,-0.000225,346,1205,0.968904,0.434031,0.686292,-8.400000,372.200012,-0.000241,-0.000852,0.000347,0.000217,1.000000,0.000000,1203.599976,0.000533,0.045898,0.631425
36,1413393887.805760384,1779009269.310353,7.0277,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000040,-0.000098,-0.000089,0.000138,0.000583,-0.000122,0.000798,19.111717,15.297096,1.000000,0.920226,0.211956,0.045573,0.000511,367,1201,1.215070,0.300789,0.733949,-5.800000,370.600006,0.000032,-0.000225,0.000106,0.000199,1.000000,0.000000,1203.400024,0.000160,0.042969,0.636016
37,1413393887.855760574,1779009269.348317,6.8054,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000073,-0.000011,-0.000057,0.000093,-0.000114,0.000193,0.000015,19.385916,14.893245,1.000000,0.949500,0.209886,0.045573,-0.000817,355,1201,0.920226,0.750935,0.791466,-4.400000,367.299988,-0.000045,0.000511,0.000138,0.000191,1.000000,0.000000,1203.300049,-0.000213,0.045573,0.635498
38,1413393887.905760527,1779009269.401133,8.2006,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000036,-0.000094,0.000040,0.000109,0.000533,-0.000132,-0.000079,14.424000,13.803535,1.000000,0.631971,0.211710,0.047526,0.000346,375,1200,0.949500,1.186596,0.788980,4.400000,368.500000,0.000016,-0.000817,0.000093,0.000186,1.000000,0.000000,1202.900024,0.000008,0.045573,0.643710
39,1413393887.955760479,1779009269.452248,8.2143,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000152,0.000107,0.000019,0.000186,-0.000286,0.000173,-0.000342,17.893854,15.382818,1.000000,0.790298,0.209990,0.045247,0.000001,358,1205,0.631971,0.968904,0.814832,1.800000,366.399994,0.000078,0.000346,0.000109,0.000190,1.000000,0.000000,1202.900024,0.000214,0.047526,0.638677
40,1413393888.005760431,1779009269.514614,12.7617,2,OK,1,0,0,0,hurwitz,unknown_build,63.350,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000124,-0.000204,-0.000013,0.000239,0.000068,-0.000037,0.000413,15.060686,14.154407,1.000000,0.579327,0.211383,0.046875,-0.000006,379,1203,0.790298,1.215070,0.829361,6.600000,365.500000,0.000053,0.000001,0.000186,0.000202,1.000000,0.000000,1202.900024,-0.000260,0.045247,0.645635
41,1413393888.055760384,1779009269.570311,11.9824,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000067,0.000143,-0.000062,0.000170,0.000345,-0.000001,-0.000171,13.381579,14.268081,1.000000,0.485830,0.212214,0.048503,-0.000104,380,1201,0.579327,0.920226,0.847866,2.600000,363.899994,-0.000070,-0.000006,0.000239,0.000204,1.000000,0.000000,1202.699951,0.000052,0.046875,0.650457
42,1413393888.105760574,1779009269.626151,7.6862,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,-0.000166,-0.000176,0.000242,0.000084,0.000057,0.000123,11.164142,13.256817,1.000000,0.362347,0.208387,0.049154,-0.000153,396,1201,0.485830,0.949500,0.809007,8.200000,365.799988,0.000073,-0.000104,0.000170,0.000202,1.000000,0.000000,1202.400024,-0.000300,0.048503,0.659492
43,1413393888.155760527,1779009269.673359,11.3775,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000005,0.000081,0.000164,0.000183,-0.000382,-0.000165,-0.000087,17.592592,15.960541,1.000000,0.737361,0.211078,0.048828,0.000206,378,1203,0.362347,0.631971,0.764083,0.600000,368.299988,-0.000059,-0.000153,0.000242,0.000181,1.000000,0.000000,1202.199951,-0.000126,0.049154,0.640640
44,1413393888.205760479,1779009269.717802,11.3964,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000019,-0.000067,-0.000162,0.000177,0.000356,0.000148,-0.000144,11.209973,13.637524,1.000000,0.389762,0.210985,0.049479,-0.000019,381,1209,0.737361,0.790298,0.706169,4.600000,371.500000,-0.000006,0.000206,0.000183,0.000164,1.000000,0.000000,1202.900024,0.000199,0.048828,0.657163
45,1413393888.255760431,1779009269.767223,11.7680,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000054,0.000028,0.000219,0.000227,-0.000110,-0.000049,0.000011,11.272727,12.170683,1.000000,0.427279,0.209773,0.047852,-0.000241,385,1202,0.389762,0.579327,0.627390,1.200000,375.399994,0.000050,-0.000019,0.000177,0.000176,1.000000,0.000000,1202.599976,-0.000322,0.049479,0.654039
46,1413393888.305760384,1779009269.818469,11.8709,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000045,0.000002,-0.000105,0.000114,-0.000091,-0.000088,-0.000042,13.517333,14.870612,1.000000,0.600845,0.209651,0.048177,-0.000100,375,1202,0.427279,0.485830,0.595452,-1.000000,376.200012,-0.000113,-0.000241,0.000227,0.000174,1.000000,0.000000,1202.699951,-0.000513,0.047852,0.644986
47,1413393888.355760574,1779009269.866588,11.1360,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000033,0.000128,0.000046,0.000140,0.000019,0.000085,-0.000259,14.192000,13.898694,1.000000,0.558557,0.206788,0.047201,0.000165,375,1200,0.600845,0.362347,0.556358,-4.200000,378.200012,0.000026,-0.000100,0.000114,0.000179,1.000000,0.000000,1202.599976,-0.000320,0.048177,0.646586
48,1413393888.405760527,1779009269.915373,11.0803,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000050,0.000030,0.000095,0.000111,-0.000392,-0.000303,0.000573,19.841961,15.177493,1.000000,0.959284,0.209760,0.047526,0.000456,367,1206,0.558557,0.737361,0.589089,-2.200000,377.399994,-0.000029,0.000165,0.000140,0.000179,1.000000,0.000000,1203.199951,-0.000264,0.047201,0.635663
49,1413393888.455760479,1779009269.963533,10.2229,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000050,0.000035,-0.000014,0.000063,0.000541,0.000328,-0.000297,12.252604,13.445540,1.000000,0.346071,0.208887,0.047526,-0.000107,384,1205,0.959284,0.389762,0.544666,0.600000,380.000000,-0.000048,0.000456,0.000111,0.000166,1.000000,0.000000,1203.199951,-0.000420,0.047526,0.660774
50,1413393888.505760431,1779009270.010053,9.6799,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,-0.000132,0.000052,0.000173,0.000034,-0.000032,0.000130,11.981771,13.157980,1.000000,0.414862,0.209798,0.048828,-0.000450,384,1204,0.346071,0.427279,0.528220,-0.200000,380.500000,0.000110,-0.000107,0.000063,0.000160,1.000000,0.000000,1203.300049,0.000005,0.047526,0.655100
51,1413393888.555760384,1779009270.061305,10.0905,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000332,0.000181,0.000378,-0.000651,0.000124,-0.000305,19.311295,14.632673,1.000000,0.903312,0.211641,0.046875,0.000796,363,1202,0.414862,0.600845,0.569968,-2.400000,378.799988,0.000205,-0.000450,0.000173,0.000181,1.000000,0.000000,1203.400024,0.000398,0.048828,0.636550
52,1413393888.605760574,1779009270.112625,9.7939,2,OK,1,0,0,0,hurwitz,unknown_build,63.900,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000137,-0.000103,-0.000195,0.000260,0.000022,0.000031,-0.000029,19.132231,15.913303,1.000000,0.854266,0.213353,0.046875,-0.000800,363,1204,0.903312,0.558557,0.619160,-2.400000,375.500000,-0.000118,0.000796,0.000378,0.000183,1.000000,0.000000,1203.699951,0.001313,0.046875,0.637522
