frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
10,1403636582.863555431,1779006229.234911,8.1992,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003091,0.031973,0.007583,0.033005,-0.013226,-0.009127,-0.005419,43.749187,24.136671,1.000000,1.319286,0.221700,0.048828,0.004739,307,1208,1.323579,1.261926,1.158136,-6.800000,248.000000,0.000749,0.001906,0.032809,0.031696,1.000000,0.000000,1206.599976,-0.002914,0.055664,0.631372
11,1403636582.913555384,1779006229.276171,6.8062,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001942,0.029457,0.008156,0.030627,-0.016218,-0.006552,-0.004762,44.924187,24.619221,1.000000,1.271755,0.219092,0.044271,-0.001208,277,1207,1.319286,1.355854,1.155329,-1.600000,258.500000,-0.002378,0.004739,0.033005,0.032250,1.000000,0.000000,1206.800049,-0.003607,0.048828,0.631055
12,1403636582.963555574,1779006229.326819,7.2949,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002242,0.027184,0.007424,0.028269,-0.016457,-0.003574,-0.001709,45.611538,23.437292,1.000000,1.260180,0.215916,0.038411,-0.003560,260,1203,1.271755,1.497883,1.131133,4.000000,269.000000,-0.002358,-0.001208,0.030627,0.032161,1.000000,0.000000,1206.699951,-0.001185,0.044271,0.630176
13,1403636583.013555527,1779006229.382698,6.3139,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003357,0.019898,0.004241,0.020620,-0.016639,-0.003203,-0.001222,48.354961,24.891520,1.000000,1.332008,0.211388,0.042643,-0.007587,262,1204,1.260180,0.624889,1.209967,10.000000,280.200012,-0.007649,-0.003560,0.028269,0.031237,1.000000,0.000000,1206.699951,-0.002332,0.038411,0.630203
14,1403636583.063555479,1779006229.427502,6.6448,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000634,0.013567,0.004159,0.014205,-0.010700,-0.000195,0.001916,51.076000,24.820761,1.000000,1.391623,0.197506,0.041992,-0.012532,250,1207,1.332008,1.323579,1.263898,-19.200001,278.000000,-0.006416,-0.007587,0.020620,0.029340,1.000000,0.000000,1206.699951,-0.006043,0.042643,0.629568
15,1403636583.113555431,1779006229.478355,6.6704,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000629,0.004347,0.001314,0.004585,-0.005013,-0.001649,0.002266,52.865803,23.552731,1.000000,1.411167,0.202182,0.038086,-0.014748,231,1208,1.391623,1.319286,1.278822,-15.200000,267.000000,-0.009620,-0.012532,0.014205,0.026483,1.000000,0.000000,1206.900024,-0.003903,0.041992,0.628742
16,1403636583.163555384,1779006229.527995,6.1137,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000124,-0.001772,0.002802,0.003317,0.000084,-0.004473,0.004731,50.175213,23.552254,1.000000,1.461492,0.202228,0.039388,-0.000499,234,1208,1.411167,1.271755,1.289386,-8.600000,261.899994,-0.001268,-0.014748,0.004585,0.023586,1.000000,0.000000,1206.800049,-0.003373,0.038086,0.628564
17,1403636583.213555574,1779006229.583454,6.9275,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000049,-0.011728,-0.004966,0.012736,0.002041,-0.001013,0.003903,48.169643,22.449507,1.000000,1.414820,0.201180,0.038411,0.007427,224,1210,1.461492,1.260180,1.281080,-7.200000,260.299988,0.009419,-0.000499,0.003317,0.021505,1.000000,0.000000,1207.000000,-0.002947,0.039388,0.628767
18,1403636583.263555527,1779006229.627098,6.6056,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002215,-0.019640,-0.006908,0.020937,0.003172,0.002486,0.001678,45.508698,21.903496,1.000000,1.338916,0.207085,0.036784,0.008048,230,1210,1.414820,1.332008,1.352483,-6.400000,262.100006,0.008201,0.007427,0.012736,0.020111,1.000000,0.000000,1207.199951,-0.000861,0.038411,0.629144
19,1403636583.313555479,1779006229.684990,6.7568,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001724,-0.020522,-0.004831,0.021154,0.004140,0.001689,0.000199,47.028114,22.323902,1.000000,1.388325,0.211038,0.044596,0.000326,249,1207,1.338916,1.391623,1.358957,-0.200000,252.399994,0.000217,0.008048,0.020937,0.018946,1.000000,0.000000,1207.199951,0.002706,0.036784,0.630039
20,1403636583.363555431,1779006229.725308,6.6633,2,OK,1,0,0,0,hurwitz,unknown_build,61.700,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000846,-0.025824,-0.008045,0.027061,0.004829,0.001646,0.001071,44.161972,23.483631,1.000000,1.297259,0.206788,0.046549,0.006646,284,1208,1.388325,1.411167,1.356755,10.600000,250.100006,0.005908,0.000326,0.021154,0.018351,1.000000,0.000000,1207.199951,0.000921,0.044596,0.631193
21,1403636583.413555384,1779006229.783618,7.8487,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000764,-0.029208,-0.009909,0.030853,0.004632,0.004665,-0.001538,42.787376,23.164612,1.000000,1.292827,0.210644,0.049154,0.005329,301,1208,1.297259,1.461492,1.358862,13.400000,252.500000,0.003791,0.006646,0.027061,0.018374,1.000000,0.000000,1207.300049,0.001683,0.046549,0.631678
22,1403636583.463555574,1779006229.833033,8.3304,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000228,-0.032793,-0.007615,0.033666,0.006540,0.004602,0.004115,40.679642,22.693668,1.000000,1.217580,0.216925,0.053060,0.005056,334,1211,1.292827,1.414820,1.354602,22.000000,259.899994,0.002813,0.005329,0.030853,0.018913,1.000000,0.000000,1208.099976,0.003149,0.049154,0.633113
23,1403636583.513555527,1779006229.877553,7.9360,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001222,-0.033715,-0.011382,0.035606,0.006158,0.003292,0.001448,38.853519,21.394512,1.000000,1.257335,0.219244,0.055339,0.000077,355,1206,1.217580,1.338916,1.347134,25.000000,269.200012,0.001940,0.005056,0.033666,0.020412,1.000000,0.000000,1208.300049,0.002432,0.053060,0.633082
24,1403636583.563555479,1779006229.932627,9.0039,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000582,-0.034476,-0.008838,0.035595,0.008533,0.000740,0.003891,40.771832,20.845543,1.000000,1.235109,0.225954,0.053711,0.002266,355,1208,1.257335,1.388325,1.331483,21.200001,279.700012,-0.000010,0.000077,0.035606,0.022551,1.000000,0.000000,1208.400024,0.002983,0.055339,0.633036
25,1403636583.613555431,1779006229.979098,8.9080,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000084,-0.034602,-0.010435,0.036141,0.011002,-0.004702,0.004353,43.724037,21.888802,1.000000,1.318238,0.224658,0.053711,0.003871,337,1206,1.235109,1.297259,1.322190,10.600000,290.299988,0.000546,0.002266,0.035595,0.025707,1.000000,0.000000,1208.199951,0.003574,0.053711,0.632211
26,1403636583.663555384,1779006230.027391,8.4811,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000920,-0.032956,-0.008387,0.034019,0.017121,0.006406,-0.003393,40.923943,21.740271,1.000000,1.300010,0.230256,0.061198,0.003738,355,1204,1.318238,1.292827,1.306042,10.800000,302.399994,-0.002122,0.003871,0.036141,0.028777,1.000000,0.000000,1207.800049,0.003922,0.053711,0.633657
27,1403636583.713555574,1779006230.081086,7.6131,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000786,-0.031578,-0.009410,0.032959,0.020939,0.003867,-0.007110,39.703583,21.114857,1.000000,1.323798,0.229999,0.051432,0.002797,307,1210,1.300010,1.217580,1.296940,-5.400000,310.700012,-0.001060,0.003738,0.034019,0.030799,1.000000,0.000000,1207.800049,0.002615,0.061198,0.631772
28,1403636583.763555527,1779006230.130486,6.9252,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000986,-0.029305,-0.009044,0.030684,0.022968,0.004270,-0.007112,39.400711,21.923603,1.000000,1.359080,0.227256,0.048177,-0.000304,282,1206,1.323798,1.257335,1.298956,-14.600000,315.899994,-0.002275,0.002797,0.032959,0.031774,1.000000,0.000000,1207.400024,0.001603,0.051432,0.630900
29,1403636583.813555479,1779006230.180847,7.9571,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000344,-0.026486,-0.008145,0.027713,0.020522,0.001221,-0.005045,27.146767,28.464798,1.000000,0.813965,0.222717,0.066732,-0.006223,244,1205,1.359080,1.235109,1.241520,-22.200001,315.399994,-0.002972,-0.000304,0.030684,0.032430,1.000000,0.000000,1207.199951,-0.000647,0.048177,0.641776
30,1403636583.863555431,1779006230.228781,7.4169,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000072,-0.023869,-0.008573,0.025362,0.015298,-0.000134,0.000140,42.207272,21.262276,1.000000,1.293027,0.219360,0.048177,-0.008298,275,1207,0.813965,1.318238,1.241097,-12.400000,314.500000,-0.002617,-0.006223,0.027713,0.032260,1.000000,0.000000,1207.099976,-0.001060,0.066732,0.631510
31,1403636583.913555384,1779006230.273893,5.9412,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000173,-0.020873,-0.006433,0.021842,0.010255,-0.000867,0.005451,50.135021,24.471779,1.000000,1.477239,0.211293,0.035807,-0.007094,237,1204,1.293027,1.300010,1.259538,-23.600000,308.100006,-0.003253,-0.008298,0.025362,0.031359,1.000000,0.000000,1206.699951,-0.003793,0.048177,0.627835
32,1403636583.963555574,1779006230.324376,6.0754,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000353,-0.016603,-0.004923,0.017321,0.006020,0.003157,0.006306,29.651163,30.907110,1.000000,0.896196,0.226168,0.054688,-0.006895,195,1205,1.477239,1.323798,1.227400,-22.400000,294.200012,-0.004521,-0.007094,0.021842,0.029724,1.000000,0.000000,1206.099976,-0.000766,0.035807,0.633513
33,1403636584.013555527,1779006230.380268,6.7979,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001608,-0.010991,-0.002117,0.011308,0.002631,0.005807,0.002631,45.497837,22.261894,1.000000,1.568468,0.226352,0.038411,-0.008288,231,1202,0.896196,1.359080,1.258513,-10.200000,281.799988,-0.005950,-0.006895,0.017321,0.027295,1.000000,0.000000,1205.699951,-0.000181,0.054688,0.627629
34,1403636584.063555479,1779006230.429375,5.1511,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001529,-0.005534,0.000229,0.005746,-0.000302,0.007185,0.002649,47.238579,23.206177,1.000000,1.536296,0.218816,0.032552,-0.004896,197,1207,1.568468,0.813965,1.288632,-9.400000,266.000000,-0.005625,-0.008288,0.011308,0.024310,1.000000,0.000000,1205.599976,-0.000780,0.038411,0.624153
35,1403636584.113555431,1779006230.473201,5.2596,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001639,0.002462,0.001536,0.003333,0.000054,0.005847,-0.000157,46.821430,23.605471,1.000000,1.497779,0.212659,0.034180,-0.004226,196,1207,1.536296,1.293027,1.306586,-15.800000,251.899994,-0.002412,-0.004896,0.005746,0.021029,1.000000,0.000000,1205.699951,-0.001340,0.032552,0.623806
36,1403636584.163555384,1779006230.524904,5.5525,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000501,0.009893,0.003983,0.010677,0.000465,0.004297,0.000582,42.537117,22.482681,1.000000,1.373027,0.214699,0.036458,0.005855,229,1208,1.497779,1.477239,1.313887,-1.600000,239.300003,0.007343,-0.004226,0.003333,0.018695,1.000000,0.000000,1206.099976,0.000681,0.034180,0.628786
37,1403636584.213555574,1779006230.576843,5.9787,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000587,0.016032,0.005706,0.017028,-0.000680,0.000993,0.001813,41.700405,22.433514,1.000000,1.183391,0.220208,0.041667,0.004166,247,1205,1.373027,0.896196,1.299847,10.400000,233.300003,0.006351,0.005855,0.010677,0.017101,1.000000,0.000000,1205.599976,-0.001192,0.036458,0.631556
38,1403636584.263555527,1779006230.626272,7.3819,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000258,0.021304,0.007238,0.022501,-0.003108,0.000088,0.000465,39.265873,21.539476,1.000000,1.255432,0.219610,0.040690,0.006442,252,1203,1.183391,1.568468,1.289482,4.200000,230.300003,0.005474,0.004166,0.017028,0.016283,1.000000,0.000000,1205.300049,-0.001348,0.041667,0.630612
39,1403636584.313555479,1779006230.683718,7.0248,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000358,0.025335,0.008952,0.026873,-0.004019,-0.000408,0.000823,39.266666,20.856546,1.000000,1.246686,0.222557,0.048828,0.005350,300,1208,1.255432,1.536296,1.332754,20.600000,235.899994,0.004372,0.006442,0.022501,0.016199,1.000000,0.000000,1205.599976,0.000748,0.040690,0.632085
40,1403636584.363555431,1779006230.725095,7.2033,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000360,0.028649,0.009734,0.030260,-0.003537,-0.002702,0.003209,40.536083,20.200405,1.000000,1.290144,0.223547,0.049805,0.004752,291,1208,1.246686,1.497779,1.332466,19.000000,237.500000,0.003387,0.005350,0.026873,0.016689,1.000000,0.000000,1205.699951,0.002177,0.048828,0.631815
41,1403636584.413555384,1779006230.777759,7.0573,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001485,0.031932,0.009148,0.033250,-0.003725,-0.007968,0.006715,42.225693,22.078804,1.000000,1.266395,0.231062,0.049805,0.008568,288,1208,1.290144,1.373027,1.311381,11.800000,242.600006,0.002990,0.004752,0.030260,0.017830,1.000000,0.000000,1206.099976,0.003273,0.049805,0.632050
42,1403636584.463555574,1779006230.825572,6.1638,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002415,0.034127,0.008670,0.035294,-0.006721,-0.006843,0.003985,41.487179,21.429514,1.000000,1.344341,0.235597,0.047852,0.001365,273,1209,1.266395,1.183391,1.356196,5.200000,250.399994,0.002045,0.008568,0.033250,0.019627,1.000000,0.000000,1206.500000,0.003078,0.049805,0.630976
43,1403636584.513555527,1779006230.875813,6.8313,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001567,0.035437,0.010889,0.037105,-0.009755,-0.004008,0.001783,42.544060,21.808708,1.000000,1.226428,0.237926,0.043294,0.002120,261,1205,1.344341,1.255432,1.321992,1.800000,253.399994,0.001811,0.001365,0.035294,0.022207,1.000000,0.000000,1206.800049,0.003663,0.047852,0.631357
44,1403636584.563555479,1779006230.926065,6.4792,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001788,0.035689,0.008357,0.036698,-0.013517,-0.003890,-0.002111,43.106838,23.221924,1.000000,1.241045,0.240774,0.040690,0.003121,234,1206,1.226428,1.246686,1.292467,-13.200000,257.100006,-0.000407,0.002120,0.037105,0.025302,1.000000,0.000000,1206.699951,0.003644,0.043294,0.630760
45,1403636584.613555431,1779006230.987377,6.3656,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001956,0.036153,0.007925,0.037063,-0.017547,-0.005294,-0.002597,20.172131,27.552248,1.000000,0.611176,0.227736,0.071940,0.004652,218,1208,1.241045,1.290144,1.203806,-14.600000,259.299988,0.000364,0.003121,0.036698,0.028675,1.000000,0.000000,1206.800049,0.000838,0.040690,0.648627
46,1403636584.663555384,1779006231.038952,9.8509,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001412,0.035688,0.008349,0.036678,-0.020228,-0.007961,-0.003443,41.091988,23.138481,1.000000,1.326442,0.233447,0.058268,0.003113,337,1205,0.611176,1.266395,1.199148,9.800000,270.100006,-0.000384,0.004652,0.037063,0.031275,1.000000,0.000000,1206.500000,0.000477,0.071940,0.632910
47,1403636584.713555574,1779006231.084197,7.6385,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000706,0.033002,0.007948,0.033953,-0.021963,-0.007089,-0.000136,42.962456,22.639374,1.000000,1.304616,0.233413,0.050456,-0.001927,293,1206,1.326442,1.344341,1.211271,4.000000,274.700012,-0.003056,0.003113,0.036678,0.032968,1.000000,0.000000,1206.599976,-0.000437,0.058268,0.631786
48,1403636584.763555527,1779006231.133882,7.1481,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001885,0.029700,0.008069,0.030834,-0.019750,-0.007919,-0.002315,44.832741,23.375710,1.000000,1.320575,0.224080,0.046549,-0.004523,281,1208,1.304616,1.226428,1.217785,4.000000,277.600006,-0.002788,-0.001927,0.033953,0.033801,1.000000,0.000000,1207.099976,-0.002769,0.050456,0.630972
49,1403636584.813555479,1779006231.180747,7.5654,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000198,0.028348,0.008950,0.029728,-0.016463,-0.004063,-0.000629,21.138988,27.534006,1.000000,0.621169,0.209167,0.082031,-0.005542,259,1209,1.320575,1.241045,1.155233,5.000000,273.500000,-0.001107,-0.004523,0.030834,0.034086,1.000000,0.000000,1207.199951,-0.006321,0.046549,0.649968
50,1403636584.863555431,1779006231.236100,11.0754,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001167,0.024188,0.007659,0.025398,-0.013381,-0.002619,-0.005011,41.808823,20.491573,1.000000,1.390795,0.212625,0.064128,-0.006771,408,1206,0.621169,0.611176,1.165298,38.000000,285.200012,-0.004330,-0.005542,0.029728,0.033600,1.000000,0.000000,1207.000000,-0.003022,0.082031,0.633338
51,1403636584.913555384,1779006231.283298,9.2089,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000671,0.017754,0.006348,0.018866,-0.009176,0.000984,-0.003762,42.249313,21.840788,1.000000,1.254329,0.217438,0.060547,-0.011403,365,1206,1.390795,1.326442,1.164092,5.600000,292.899994,-0.006887,-0.006771,0.025398,0.032162,1.000000,0.000000,1206.800049,-0.003202,0.064128,0.633999
52,1403636584.963555574,1779006231.331855,9.9734,2,OK,1,0,0,0,hurwitz,unknown_build,62.250,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001734,0.011192,0.001987,0.011499,-0.004488,-0.002266,-0.006632,44.303467,21.988379,1.000000,1.332108,0.216173,0.056966,-0.008702,346,1205,1.254329,1.304616,1.162868,10.600000,300.200012,-0.007012,-0.011403,0.018866,0.029782,1.000000,0.000000,1206.400024,-0.003448,0.060547,0.632637
